Gene	Transcript_ID	Protein_ID	Length
CREB5	ENST00000357727.7	ENSP00000350359.2	508
CREB5	ENST00000396300.6	ENSP00000379594.2	501
CREB5	ENST00000409603.5	ENSP00000387197.1	475
CREB5	ENST00000426500.5	ENSP00000394979.1	211
CREB5	ENST00000396298.6	ENSP00000379592.2	369
CREB5	ENST00000498316.3	ENSP00000440429.2	39
CREBRF	ENST00000522692.5	ENSP00000431107.1	417
CREBRF	ENST00000296953.6	ENSP00000296953.2	639
CREBRF	ENST00000520420.5	ENSP00000428290.1	417
CREBRF	ENST00000523161.1	ENSP00000430801.1	26
CREG1	ENST00000466652.2	ENSP00000496871.1	255
CREG1	ENST00000370509.5	ENSP00000359540.4	220
CRISPLD2	ENST00000566151.1	ENSP00000456554.1	18
CRISPLD2	ENST00000262424.10	ENSP00000262424.5	497
CRISPLD2	ENST00000567845.5	ENSP00000457183.1	496
CRISPLD2	ENST00000564567.5	ENSP00000457655.1	449
CRISPLD2	ENST00000569090.1	ENSP00000454858.1	120
CRISPLD2	ENST00000563066.5	ENSP00000456952.1	209
CRISPLD2	ENST00000566789.1	ENSP00000457259.1	111
CSAD	ENST00000267085.8	ENSP00000267085.3	520
CSAD	ENST00000444623.6	ENSP00000415485.1	493
CSAD	ENST00000379850.7	ENSP00000369179.3	519
CSAD	ENST00000379846.5	ENSP00000369175.1	346
CSAD	ENST00000453446.6	ENSP00000410648.2	493
CSAD	ENST00000548698.5	ENSP00000449373.1	135
CSAD	ENST00000437073.5	ENSP00000415314.1	163
CSAD	ENST00000424990.5	ENSP00000401078.1	146
CSAD	ENST00000498635.1	ENSP00000457264.1	129
CSF2RA	ENST00000498153.7	ENSP00000512483.1	434
CSF2RA	ENST00000381524.8	ENSP00000370935.3	400
CSF2RA	ENST00000381529.9	ENSP00000370940.3	400
CSF2RA	ENST00000412290.6	ENSP00000410667.1	238
CSF2RA	ENST00000432318.8	ENSP00000416437.2	400
CSF2RA	ENST00000381509.8	ENSP00000370920.3	410
CSF2RA	ENST00000494969.7	ENSP00000476684.1	90
CSF2RA	ENST00000355432.8	ENSP00000347606.3	377
CSF2RA	ENST00000355805.7	ENSP00000348058.2	233
CSF2RA	ENST00000381500.6	ENSP00000370911.1	333
CSF2RA	ENST00000711138.1	ENSP00000518638.1	434
CSF2RA	ENST00000711137.1	ENSP00000518637.1	400
CSF2RA	ENST00000711129.1	ENSP00000518635.1	400
CSF2RA	ENST00000711130.1	ENSP00000518634.1	238
CSF2RA	ENST00000711131.1	ENSP00000518633.1	400
CSF2RA	ENST00000711220.1	ENSP00000518632.1	410
CSF2RA	ENST00000711221.1	ENSP00000518631.1	90
CSF2RA	ENST00000711223.1	ENSP00000518630.1	377
CSF2RA	ENST00000711224.1	ENSP00000518629.1	233
CSF2RA	ENST00000711226.1	ENSP00000518627.1	333
CSF2RB	ENST00000403662.8	ENSP00000384053.3	897
CSF2RB	ENST00000406230.5	ENSP00000385271.1	903
CSF2RB	ENST00000421539.1	ENSP00000393585.1	228
CSF3R	ENST00000373106.6	ENSP00000362198.2	836
CSF3R	ENST00000373103.5	ENSP00000362195.1	863
CSF3R	ENST00000373104.5	ENSP00000362196.1	783
CSF3R	ENST00000464465.7	ENSP00000435218.2	802
CSF3R	ENST00000699090.1	ENSP00000514168.1	704
CSF3R	ENST00000533491.2	ENSP00000431639.1	21
CSRNP1	ENST00000273153.10	ENSP00000273153.5	589
CSRNP1	ENST00000514182.1	ENSP00000422532.1	589
CSTA	ENST00000264474.4	ENSP00000264474.3	98
CSTA	ENST00000479204.1	ENSP00000418891.1	63
CTTN	ENST00000346329.7	ENSP00000317189.4	513
CTTN	ENST00000301843.13	ENSP00000301843.8	550
CTTN	ENST00000376561.7	ENSP00000365745.3	634
CTTN	ENST00000529736.5	ENSP00000431421.1	265
CWC25	ENST00000614790.5	ENSP00000478070.1	425
CXCL1	ENST00000395761.4	ENSP00000379110.3	107
CXCL16	ENST00000293778.12	ENSP00000293778.7	254
CXCL16	ENST00000576153.5	ENSP00000501470.1	115
CXCL16	ENST00000574412.6	ENSP00000459592.2	254
CXCL16	ENST00000573123.1	ENSP00000460145.1	93
CXCR1	ENST00000295683.3	ENSP00000295683.2	350
CXCR2	ENST00000453237.5	ENSP00000413686.1	200
CXCR2	ENST00000415392.5	ENSP00000392348.1	138
CXCR2	ENST00000449014.5	ENSP00000410506.1	15
CXCR2	ENST00000454148.1	ENSP00000415148.1	135
CXCR2	ENST00000318507.7	ENSP00000319635.2	360
CXCR2	ENST00000428565.1	ENSP00000392698.1	172
CXCR2	ENST00000418878.1	ENSP00000416815.1	15
CYB5R4	ENST00000369679.4	ENSP00000358693.4	109
CYB5R4	ENST00000369681.10	ENSP00000358695.3	521
CYBRD1	ENST00000409484.5	ENSP00000386739.1	228
CYBRD1	ENST00000321348.9	ENSP00000319141.4	286
CYBRD1	ENST00000375252.3	ENSP00000364401.3	157
CYBRD1	ENST00000445146.1	ENSP00000402242.1	174
CYSTM1	ENST00000261811.6	ENSP00000261811.4	97
CYSTM1	ENST00000644078.1	ENSP00000494642.1	97
DAND5	ENST00000585548.1	ENSP00000467806.1	163
DAND5	ENST00000317060.4	ENSP00000323155.1	189
DAPK2	ENST00000261891.7	ENSP00000261891.3	370
DAPK2	ENST00000457488.6	ENSP00000408277.1	370
DAPK2	ENST00000612884.4	ENSP00000484390.1	488
DAPK2	ENST00000558069.5	ENSP00000453235.1	488
DAPK2	ENST00000559306.1	ENSP00000452970.1	80
DDIT3	ENST00000547303.5	ENSP00000447188.1	169
DDIT3	ENST00000623876.2	ENSP00000494844.1	169
DDIT3	ENST00000551116.5	ENSP00000448665.1	192
DDIT3	ENST00000346473.8	ENSP00000340671.3	169
DDIT3	ENST00000552740.5	ENSP00000447803.1	192
DDIT3	ENST00000547526.1	ENSP00000447503.1	145
DDX60L	ENST00000682922.1	ENSP00000507872.1	1706
DDX60L	ENST00000511577.5	ENSP00000422423.1	1706
DDX60L	ENST00000505890.5	ENSP00000422202.1	1308
DDX60L	ENST00000514580.5	ENSP00000422920.1	195
DDX60L	ENST00000505863.1	ENSP00000421026.1	868
DDX60L	ENST00000505696.5	ENSP00000424310.1	124
DDX60L	ENST00000514748.5	ENSP00000424396.1	98
DDX60L	ENST00000512371.1	ENSP00000427386.1	77
DENND3	ENST00000519291.5	ENSP00000430625.1	124
DENND3	ENST00000519811.6	ENSP00000428714.1	1278
DENND3	ENST00000518347.5	ENSP00000430695.1	208
DENND3	ENST00000262585.6	ENSP00000262585.2	1198
DENND3	ENST00000520986.5	ENSP00000429780.1	280
DENND3	ENST00000523058.5	ENSP00000430786.1	291
DENND3	ENST00000518668.5	ENSP00000428276.1	1203
DENND3	ENST00000424248.2	ENSP00000410594.1	1146
DENND3	ENST00000518249.5	ENSP00000428155.1	102
DENND3	ENST00000517985.5	ENSP00000429533.1	122
DENND3	ENST00000523308.5	ENSP00000430912.1	248
DENND3	ENST00000520725.5	ENSP00000429725.1	170
DGKG	ENST00000265022.8	ENSP00000265022.3	791
DGKG	ENST00000344484.8	ENSP00000339777.4	766
DGKG	ENST00000382164.8	ENSP00000371599.4	752
DGKG	ENST00000437018.2	ENSP00000395526.2	154
DGLUCY	ENST00000521334.5	ENSP00000430022.1	152
DGLUCY	ENST00000522837.5	ENSP00000427971.1	85
DGLUCY	ENST00000518871.5	ENSP00000429189.1	109
DGLUCY	ENST00000521081.5	ENSP00000428997.1	25
DGLUCY	ENST00000520328.5	ENSP00000429453.1	564
DGLUCY	ENST00000524232.5	ENSP00000429097.1	52
DGLUCY	ENST00000522170.5	ENSP00000430666.1	202
DGLUCY	ENST00000256324.15	ENSP00000256324.9	621
DGLUCY	ENST00000519950.5	ENSP00000428296.1	201
DGLUCY	ENST00000523879.5	ENSP00000428122.1	83
DGLUCY	ENST00000521077.6	ENSP00000430137.1	581
DGLUCY	ENST00000518665.6	ENSP00000429098.1	159
DGLUCY	ENST00000518868.5	ENSP00000428263.1	621
DGLUCY	ENST00000519019.5	ENSP00000430318.1	94
DGLUCY	ENST00000523816.5	ENSP00000428974.1	616
DGLUCY	ENST00000517518.5	ENSP00000428652.1	431
DGLUCY	ENST00000428926.6	ENSP00000404343.2	616
DGLUCY	ENST00000517362.5	ENSP00000429806.1	64
DGLUCY	ENST00000523894.5	ENSP00000429459.1	152
DGLUCY	ENST00000522322.5	ENSP00000427953.1	616
DGLUCY	ENST00000523771.5	ENSP00000429655.1	616
DGLUCY	ENST00000521064.5	ENSP00000429392.1	125
DGLUCY	ENST00000298858.8	ENSP00000298858.4	159
DGLUCY	ENST00000525393.6	ENSP00000435459.3	581
DGLUCY	ENST00000412671.6	ENSP00000404196.2	621
DGLUCY	ENST00000517877.1	ENSP00000429949.1	86
DGLUCY	ENST00000522816.1	ENSP00000428462.1	276
DHRS12	ENST00000682342.2	ENSP00000507480.2	317
DHRS12	ENST00000444610.8	ENSP00000411565.3	268
DHRS12	ENST00000218981.5	ENSP00000218981.1	242
DHRS12	ENST00000280056.6	ENSP00000280056.2	271
DHRS12	ENST00000461948.2	ENSP00000478573.1	100
DHRS13	ENST00000394901.7	ENSP00000378361.3	327
DHRS13	ENST00000378895.9	ENSP00000368173.4	377
DHRS13	ENST00000426464.2	ENSP00000412826.2	296
DHRS9	ENST00000602501.5	ENSP00000473337.1	319
DHRS9	ENST00000357546.6	ENSP00000350154.2	319
DHRS9	ENST00000432060.6	ENSP00000389241.2	379
DHRS9	ENST00000428522.5	ENSP00000388564.1	319
DHRS9	ENST00000450153.1	ENSP00000391214.1	66
DHRS9	ENST00000674881.1	ENSP00000502399.1	319
DHRS9	ENST00000421653.5	ENSP00000388066.1	172
DHRS9	ENST00000436483.6	ENSP00000407167.2	319
DHRS9	ENST00000412271.1	ENSP00000407747.1	319
DHX34	ENST00000328771.9	ENSP00000331907.4	1143
DMTN	ENST00000522148.5	ENSP00000428063.1	71
DMTN	ENST00000523300.5	ENSP00000429116.2	162
DMTN	ENST00000519850.5	ENSP00000430600.1	110
DMTN	ENST00000381470.7	ENSP00000370879.3	383
DMTN	ENST00000432128.6	ENSP00000416111.1	405
DMTN	ENST00000443491.6	ENSP00000397904.2	358
DMTN	ENST00000517305.5	ENSP00000430609.2	405
DMTN	ENST00000517600.5	ENSP00000430618.1	365
DMTN	ENST00000523782.6	ENSP00000429234.2	358
DMTN	ENST00000523623.5	ENSP00000428733.1	148
DMTN	ENST00000358242.6	ENSP00000350977.3	405
DMTN	ENST00000520174.5	ENSP00000430382.2	218
DMTN	ENST00000517804.5	ENSP00000428415.2	201
DMTN	ENST00000265800.9	ENSP00000265800.5	405
DMTN	ENST00000517418.5	ENSP00000429948.2	201
DMTN	ENST00000523266.5	ENSP00000427866.1	405
DMTN	ENST00000519907.5	ENSP00000429377.1	383
DMTN	ENST00000415253.5	ENSP00000401291.1	383
DMTN	ENST00000522340.5	ENSP00000477684.1	71
DMTN	ENST00000519333.6	ENSP00000478536.2	73
DMXL2	ENST00000251076.9	ENSP00000251076.5	3036
DMXL2	ENST00000543779.6	ENSP00000441858.2	3037
DMXL2	ENST00000560891.6	ENSP00000453267.2	3058
DMXL2	ENST00000449909.7	ENSP00000400855.3	2400
DNAAF1	ENST00000378553.10	ENSP00000367815.5	725
DNAAF1	ENST00000569735.1	ENSP00000454960.1	190
DNAAF1	ENST00000564928.1	ENSP00000457899.1	58
DNAAF11	ENST00000620350.5	ENSP00000484634.1	466
DNAAF11	ENST00000519595.5	ENSP00000429791.1	466
DNAAF11	ENST00000522789.5	ENSP00000428015.1	206
DNAAF11	ENST00000518642.5	ENSP00000428610.1	411
DNAAF11	ENST00000250173.5	ENSP00000250173.2	411
DNAAF11	ENST00000519085.5	ENSP00000429158.1	140
DNAJB5	ENST00000453597.8	ENSP00000404079.4	382
DNAJB5	ENST00000312316.9	ENSP00000312517.5	348
DNAJB5	ENST00000458263.6	ENSP00000393749.3	33
DNAJB5	ENST00000537321.5	ENSP00000439217.2	205
DNAJB5	ENST00000682809.1	ENSP00000507741.1	420
DNAJB5	ENST00000684748.1	ENSP00000506753.1	348
DNAJB5	ENST00000454002.6	ENSP00000413684.2	420
DNAJB5	ENST00000545841.5	ENSP00000441999.1	348
DNAJB5	ENST00000539059.1	ENSP00000445536.2	211
DNAJB5	ENST00000443266.2	ENSP00000396332.1	155
DNAJC25-GNG10	ENST00000374294.3	ENSP00000363412.3	153
DNTTIP1	ENST00000372622.8	ENSP00000361705.3	329
DNTTIP1	ENST00000449078.5	ENSP00000395609.1	150
DNTTIP1	ENST00000456939.5	ENSP00000401024.1	280
DNTTIP1	ENST00000415790.5	ENSP00000392509.1	145
DNTTIP1	ENST00000435014.1	ENSP00000400573.1	232
DOCK5	ENST00000276440.12	ENSP00000276440.7	1870
DOCK5	ENST00000410074.5	ENSP00000387036.1	83
DOCK5	ENST00000481100.5	ENSP00000429737.1	350
DOCK5	ENST00000444569.5	ENSP00000414125.1	1090
DOK3	ENST00000510898.7	ENSP00000424726.2	440
DOK3	ENST00000312943.10	ENSP00000325174.6	330
DOK3	ENST00000377112.8	ENSP00000366316.4	228
DOK3	ENST00000357198.9	ENSP00000349727.5	440
DOK3	ENST00000501403.6	ENSP00000421688.1	440
DOK3	ENST00000510380.5	ENSP00000422395.1	213
DOK3	ENST00000506493.5	ENSP00000423328.1	156
DOK3	ENST00000502885.5	ENSP00000423635.1	144
DOK3	ENST00000509310.1	ENSP00000424580.1	43
DOK3	ENST00000510389.1	ENSP00000426694.1	13
DOK4	ENST00000566936.5	ENSP00000455566.1	365
DOK4	ENST00000340099.10	ENSP00000344277.4	326
DOK4	ENST00000569548.5	ENSP00000455128.1	326
DOK4	ENST00000569010.5	ENSP00000457971.1	246
DOK4	ENST00000569250.5	ENSP00000456590.1	122
DOK4	ENST00000564378.5	ENSP00000458037.1	116
DOK4	ENST00000562737.5	ENSP00000457621.1	115
DOK4	ENST00000568617.5	ENSP00000457192.1	113
DOK4	ENST00000567276.5	ENSP00000457730.1	113
DOK4	ENST00000566588.5	ENSP00000457670.1	113
DOK4	ENST00000567214.5	ENSP00000457212.1	103
DOK4	ENST00000569538.5	ENSP00000456739.1	100
DOK4	ENST00000566705.5	ENSP00000454738.1	78
DOK4	ENST00000562008.5	ENSP00000457188.1	77
DOK4	ENST00000567175.1	ENSP00000455528.1	53
DPEP2	ENST00000393847.6	ENSP00000377430.1	486
DPEP2	ENST00000572888.5	ENSP00000458977.1	486
DPEP2	ENST00000575510.5	ENSP00000462652.1	122
DPEP2	ENST00000573808.1	ENSP00000463604.1	161
DPEP2	ENST00000572624.5	ENSP00000460169.1	137
DPEP2	ENST00000574865.1	ENSP00000461250.1	114
DSC2	ENST00000251081.8	ENSP00000251081.6	847
DSC2	ENST00000280904.11	ENSP00000280904.6	901
DSC2	ENST00000682357.1	ENSP00000507826.1	758
DSC2	ENST00000648081.1	ENSP00000497441.1	758
DUSP1	ENST00000239223.4	ENSP00000239223.3	367
DUSP14	ENST00000617516.5	ENSP00000478595.1	198
DUSP14	ENST00000613659.1	ENSP00000484091.1	198
DUSP14	ENST00000614411.1	ENSP00000477653.1	198
DYNC1I1	ENST00000537881.5	ENSP00000438377.2	544
DYNC1I1	ENST00000447467.6	ENSP00000392337.2	628
DYNC1I1	ENST00000524053.5	ENSP00000428934.1	85
DYNC1I1	ENST00000324972.10	ENSP00000320130.6	645
DYNC1I1	ENST00000630942.2	ENSP00000486363.1	602
DYNC1I1	ENST00000437599.5	ENSP00000398118.1	625
DYNC1I1	ENST00000359388.8	ENSP00000352348.4	608
DYNC1I1	ENST00000413338.5	ENSP00000411957.1	116
DYNC1I1	ENST00000518089.5	ENSP00000428273.1	128
DYNC1I1	ENST00000457059.2	ENSP00000412444.1	628
DYSF	ENST00000258104.8	ENSP00000258104.3	2080
DYSF	ENST00000409582.7	ENSP00000386547.3	2118
DYSF	ENST00000409762.5	ENSP00000387137.1	2097
DYSF	ENST00000413539.6	ENSP00000407046.2	2111
DYSF	ENST00000429174.6	ENSP00000398305.2	2101
DYSF	ENST00000410020.8	ENSP00000386881.3	2119
DYSF	ENST00000394120.6	ENSP00000377678.2	2081
DYSF	ENST00000409366.5	ENSP00000386512.1	2102
DYSF	ENST00000409651.5	ENSP00000386683.1	2112
DYSF	ENST00000409744.5	ENSP00000386285.1	2088
DYSF	ENST00000410041.1	ENSP00000386617.1	2098
DYSF	ENST00000698057.1	ENSP00000513536.1	1257
DYSF	ENST00000698058.1	ENSP00000513537.1	996
DYSF	ENST00000698059.1	ENSP00000513538.1	1032
DYSF	ENST00000475076.5	ENSP00000513539.1	161
DYSF	ENST00000479049.6	ENSP00000513540.1	961
ECE1	ENST00000415912.6	ENSP00000405088.2	754
ECE1	ENST00000374893.11	ENSP00000364028.6	770
ECE1	ENST00000649812.1	ENSP00000497333.1	842
ECE1	ENST00000357071.8	ENSP00000349581.4	758
ECE1	ENST00000436918.6	ENSP00000388439.2	738
ECE1	ENST00000264205.10	ENSP00000264205.6	767
ECE1	ENST00000473505.5	ENSP00000431856.1	77
ECE1	ENST00000481130.6	ENSP00000436633.1	134
ECE1	ENST00000527991.2	ENSP00000432860.1	103
EEPD1	ENST00000242108.9	ENSP00000242108.4	569
EEPD1	ENST00000444777.1	ENSP00000416373.1	34
EFHD1	ENST00000409613.5	ENSP00000386556.1	143
EFHD1	ENST00000264059.8	ENSP00000264059.3	239
EFHD1	ENST00000409708.5	ENSP00000386243.1	127
EFHD1	ENST00000427698.1	ENSP00000401073.1	81
EFHD1	ENST00000410095.5	ENSP00000386685.1	127
EFHD2	ENST00000375980.9	ENSP00000365147.4	240
EFHD2	ENST00000445566.1	ENSP00000395153.1	179
EGLN1	ENST00000667629.1	ENSP00000499629.1	113
EGLN1	ENST00000366641.4	ENSP00000355601.3	426
EGLN1	ENST00000658954.1	ENSP00000499299.1	175
EGLN1	ENST00000670301.1	ENSP00000499368.1	81
EGR1	ENST00000239938.5	ENSP00000239938.4	543
EIF4E3	ENST00000425534.8	ENSP00000393324.2	224
EIF4E3	ENST00000448225.5	ENSP00000410350.1	118
EIF4E3	ENST00000389826.7	ENSP00000374476.3	118
EIF4E3	ENST00000295612.7	ENSP00000295612.3	118
EIF4E3	ENST00000421769.6	ENSP00000411762.2	118
EIF4E3	ENST00000497838.5	ENSP00000418211.1	93
EIF4E3	ENST00000496214.6	ENSP00000417889.2	51
EIF4E3	ENST00000469524.1	ENSP00000419421.1	44
ELAPOR1	ENST00000533147.5	ENSP00000431134.1	91
ELAPOR1	ENST00000531664.5	ENSP00000431349.1	205
ELAPOR1	ENST00000534476.5	ENSP00000432164.1	152
ELAPOR1	ENST00000526264.5	ENSP00000435066.1	155
ELAPOR1	ENST00000457623.6	ENSP00000393964.2	901
ELAPOR1	ENST00000369939.8	ENSP00000358955.3	1013
ELAPOR1	ENST00000529753.5	ENSP00000434595.1	926
ELOVL7	ENST00000508821.6	ENSP00000424123.1	281
ELOVL7	ENST00000425382.5	ENSP00000402634.1	281
ELOVL7	ENST00000505959.5	ENSP00000421043.1	268
ELOVL7	ENST00000511799.5	ENSP00000424081.1	165
ELOVL7	ENST00000507047.5	ENSP00000426400.1	165
ENKUR	ENST00000615958.4	ENSP00000478989.1	194
ENKUR	ENST00000331161.9	ENSP00000331044.4	256
ENKUR	ENST00000376363.5	ENSP00000365541.1	255
ENKUR	ENST00000483339.2	ENSP00000433763.2	125
ENSG00000188897	ENST00000595168.1	ENSP00000472593.1	46
ENSG00000188897	ENST00000599216.5	ENSP00000472859.1	455
ENSG00000188897	ENST00000598234.6	ENSP00000470478.3	3266
ENSG00000188897	ENST00000696174.1	ENSP00000512464.1	3320
ENSG00000255730	ENST00000540732.3	ENSP00000443246.1	479
ENSG00000260170	ENST00000564080.1	ENSP00000455047.1	289
ENSG00000260861	ENST00000566961.2	ENSP00000457551.2	140
ENSG00000260861	ENST00000567028.5	ENSP00000454437.1	177
ENSG00000260861	ENST00000564763.1	ENSP00000457944.1	172
ENSG00000269590	ENST00000597961.1	ENSP00000472710.1	195
ENSG00000280778	ENST00000625258.1	ENSP00000487094.1	43
ENSG00000282988	ENST00000650491.1	ENSP00000497054.1	140
ENSG00000282988	ENST00000635200.1	ENSP00000489311.1	169
ENSG00000284956	ENST00000520607.1	ENSP00000493787.1	22
ENSG00000285133	ENST00000642841.1	ENSP00000494177.1	34
ENSG00000287856	ENST00000653908.1	ENSP00000499669.1	58
ENSG00000287856	ENST00000662216.1	ENSP00000499467.1	139
ENSG00000288053	ENST00000376358.4	ENSP00000365536.3	292
ENSG00000288681	ENST00000399815.2	ENSP00000382712.2	74
ENSG00000288684	ENST00000681750.1	ENSP00000506413.1	875
ENSG00000288684	ENST00000680198.1	ENSP00000505143.1	106
ENSG00000288715	ENST00000683497.1	ENSP00000507632.1	13
ENSG00000288715	ENST00000711617.1	ENSP00000518812.1	12
ENSG00000289690	ENST00000695664.1	ENSP00000512092.1	220
ENSG00000289690	ENST00000695707.1	ENSP00000512107.1	220
ENSG00000289690	ENST00000695708.1	ENSP00000512108.1	220
ENSG00000289768	ENST00000699402.1	ENSP00000514363.1	156
ENSG00000289768	ENST00000699403.1	ENSP00000514364.1	78
EPHB1	ENST00000398015.8	ENSP00000381097.3	984
EPHB1	ENST00000647596.1	ENSP00000497153.1	1055
EPHB1	ENST00000497173.5	ENSP00000419688.1	42
EPHB1	ENST00000473867.5	ENSP00000417216.1	102
EPHB1	ENST00000474732.1	ENSP00000418352.1	149
EPHB1	ENST00000493838.1	ENSP00000419574.1	545
EPHB4	ENST00000360620.7	ENSP00000353833.3	935
EPHB4	ENST00000616502.4	ENSP00000482702.1	306
EPHB4	ENST00000358173.8	ENSP00000350896.3	987
EPN2	ENST00000582015.5	ENSP00000462465.1	32
EPN2	ENST00000584633.1	ENSP00000462426.1	75
EPN2	ENST00000314728.10	ENSP00000320543.5	641
EPN2	ENST00000347697.6	ENSP00000261495.3	584
EPN2	ENST00000583197.5	ENSP00000463141.1	22
EPN2	ENST00000577692.5	ENSP00000463627.1	95
EPN2	ENST00000395618.7	ENSP00000378980.3	356
EPN2	ENST00000395628.6	ENSP00000378990.2	409
EPN2	ENST00000494192.6	ENSP00000460193.1	251
EPN2	ENST00000575595.5	ENSP00000459678.1	349
EPN2	ENST00000581024.5	ENSP00000462958.1	38
EPN2	ENST00000584150.5	ENSP00000462606.1	20
EPN2	ENST00000577195.5	ENSP00000462392.1	62
EPN2	ENST00000395620.6	ENSP00000378982.2	584
EPN2	ENST00000395626.5	ENSP00000378988.1	484
EPN2	ENST00000571254.1	ENSP00000459542.1	577
ERV3-1	ENST00000394323.3	ENSP00000391594.1	604
ETV7	ENST00000339796.9	ENSP00000342260.5	317
ETV7	ENST00000627426.2	ENSP00000486712.1	262
ETV7	ENST00000340181.9	ENSP00000341843.4	341
ETV7	ENST00000373737.8	ENSP00000362842.4	264
ETV7	ENST00000373738.4	ENSP00000362843.1	286
ETV7	ENST00000538992.3	ENSP00000440592.1	190
ETV7	ENST00000615781.4	ENSP00000481885.1	282
ETV7	ENST00000620358.4	ENSP00000484485.1	260
EVI2B	ENST00000330927.5	ENSP00000333779.4	448
EVI2B	ENST00000577894.1	ENSP00000462682.1	448
EXTL3	ENST00000696177.1	ENSP00000512467.1	919
EXTL3	ENST00000696178.1	ENSP00000512468.1	919
EXTL3	ENST00000696179.1	ENSP00000512469.1	899
EXTL3	ENST00000696180.1	ENSP00000512470.1	907
EXTL3	ENST00000220562.9	ENSP00000220562.4	919
EXTL3	ENST00000696182.1	ENSP00000512472.1	165
EXTL3	ENST00000696184.1	ENSP00000512473.1	919
EXTL3	ENST00000696186.1	ENSP00000512474.1	919
EXTL3	ENST00000521473.5	ENSP00000429627.1	201
F11R	ENST00000368026.11	ENSP00000357005.5	299
F11R	ENST00000537746.1	ENSP00000440812.1	250
F2RL1	ENST00000514165.1	ENSP00000425622.1	112
F2RL1	ENST00000296677.5	ENSP00000296677.4	397
FAM114A1	ENST00000510213.5	ENSP00000422965.1	133
FAM114A1	ENST00000515037.5	ENSP00000424115.1	356
FAM114A1	ENST00000358869.5	ENSP00000351740.2	563
FAM174A	ENST00000312637.5	ENSP00000307954.2	190
FAM200B	ENST00000504137.1	ENSP00000501577.1	63
FAM200B	ENST00000512855.5	ENSP00000501712.1	56
FAM200B	ENST00000515430.5	ENSP00000502143.1	161
FAM200B	ENST00000505260.5	ENSP00000502240.1	63
FAM200B	ENST00000503617.1	ENSP00000422751.1	24
FAM200B	ENST00000422728.3	ENSP00000393017.2	657
FAM3B	ENST00000357985.7	ENSP00000350673.2	235
FAM3B	ENST00000398647.7	ENSP00000381642.3	187
FAM3B	ENST00000398652.7	ENSP00000381646.3	274
FAM3B	ENST00000398646.3	ENSP00000381641.3	258
FAM53C	ENST00000434981.6	ENSP00000403705.2	392
FAM53C	ENST00000513056.5	ENSP00000425154.1	114
FAM53C	ENST00000239906.10	ENSP00000239906.5	392
FAM53C	ENST00000511276.1	ENSP00000427610.1	165
FAM86B1	ENST00000448228.7	ENSP00000407067.2	296
FAM86B1	ENST00000533852.7	ENSP00000432931.1	330
FAM86B1	ENST00000534520.6	ENSP00000431362.1	153
FAM86B1	ENST00000524571.6	ENSP00000432790.1	97
FAM86B1	ENST00000533513.1	ENSP00000435201.1	159
FAM8A1	ENST00000259963.4	ENSP00000259963.3	413
FAM8A1	ENST00000688732.1	ENSP00000509613.1	346
FAM8A1	ENST00000690940.1	ENSP00000509800.1	163
FAM8A1	ENST00000685064.1	ENSP00000510091.1	163
FAS	ENST00000690268.1	ENSP00000509810.1	362
FAS	ENST00000357339.7	ENSP00000349896.2	314
FAS	ENST00000697035.1	ENSP00000513059.1	219
FAS	ENST00000696776.1	ENSP00000512861.1	366
FAS	ENST00000696779.1	ENSP00000512862.1	204
FAS	ENST00000696780.1	ENSP00000512863.1	345
FAS	ENST00000562983.3	ENSP00000512845.1	96
FAS	ENST00000652046.1	ENSP00000498466.1	335
FAS	ENST00000696781.1	ENSP00000512864.1	250
FAS	ENST00000696768.1	ENSP00000512859.1	176
FAS	ENST00000355740.8	ENSP00000347979.3	197
FAS	ENST00000494410.5	ENSP00000423755.1	149
FAS	ENST00000355279.2	ENSP00000347426.2	220
FAS	ENST00000460510.6	ENSP00000512812.1	96
FAS	ENST00000477270.6	ENSP00000512813.1	350
FAS	ENST00000697097.1	ENSP00000513105.1	96
FAS	ENST00000696771.1	ENSP00000512860.1	96
FAS	ENST00000494799.6	ENSP00000512834.1	96
FAS	ENST00000696999.1	ENSP00000513029.1	96
FBXL13	ENST00000440067.4	ENSP00000390126.2	825
FBXL13	ENST00000694870.1	ENSP00000511553.1	539
FBXL13	ENST00000694871.1	ENSP00000511554.1	584
FBXL13	ENST00000313221.8	ENSP00000321927.4	735
FBXL5	ENST00000341285.8	ENSP00000344866.3	691
FBXL5	ENST00000513163.5	ENSP00000425472.1	612
FBXL5	ENST00000412094.6	ENSP00000408679.2	674
FBXL5	ENST00000512066.5	ENSP00000426993.1	183
FBXL5	ENST00000503196.5	ENSP00000425541.1	129
FBXL5	ENST00000509314.5	ENSP00000421070.1	125
FBXL5	ENST00000510802.5	ENSP00000423961.1	78
FBXL5	ENST00000507899.1	ENSP00000422049.1	95
FBXL5	ENST00000515679.1	ENSP00000424423.1	56
FCAR	ENST00000355524.8	ENSP00000347714.3	287
FCAR	ENST00000391726.7	ENSP00000375606.3	179
FCAR	ENST00000469767.5	ENSP00000473814.1	239
FCAR	ENST00000345937.8	ENSP00000338257.4	191
FCAR	ENST00000391725.7	ENSP00000375605.3	265
FCAR	ENST00000353758.8	ENSP00000338058.4	178
FCAR	ENST00000359272.8	ENSP00000352218.4	275
FCAR	ENST00000391723.7	ENSP00000375603.3	209
